
Logging initialized using configuration in file:/etc/hive-1.2.0/hive-log4j.properties
Hive history file=/home/hive/log/tnystrand/hive_job_log_b4df1efb-5ccc-44ca-b938-56a935e3b677_1248489398.txt
Partition cluster_metrics_prod_2.container_time_series{system=jungledata, date=2016-02-29} stats: [numFiles=3, numRows=457, totalSize=13671, rawDataSize=460656]
Partition cluster_metrics_prod_2.container_time_series{system=ms3, date=2016-02-09} stats: [numFiles=3, numRows=2169079, totalSize=8777690, rawDataSize=2214313291]
Partition cluster_metrics_prod_2.container_time_series{system=visiblemeasures, date=2015-12-12} stats: [numFiles=1, numRows=158878, totalSize=1057134, rawDataSize=159857230]
Partition cluster_metrics_prod_2.container_time_series{system=visiblemeasures, date=2015-07-17	} stats: [numFiles=1, numRows=157122, totalSize=1002007, rawDataSize=158192092]
Partition cluster_metrics_prod_2.container_time_series{system=zudlylabs, date=2016-02-08} stats: [numFiles=5, numRows=210, totalSize=16971, rawDataSize=210840]
Partition cluster_metrics_prod_2.container_time_series{system=airpush, date=2016-02-15} stats: [numFiles=2, numRows=32835, totalSize=288052, rawDataSize=33200987]
Partition cluster_metrics_prod_2.container_time_series{system=firstdata, date=2016-02-21} stats: [numFiles=1, numRows=834, totalSize=11251, rawDataSize=831224]
Partition cluster_metrics_prod_2.container_time_series{system=iheartradio, date=2015-08-14	} stats: [numFiles=1, numRows=107057, totalSize=608089, rawDataSize=107901149]
Partition cluster_metrics_prod_2.container_time_series{system=iheartradio, date=2016-01-31} stats: [numFiles=5, numRows=119088, totalSize=804880, rawDataSize=119965480]
Partition cluster_metrics_prod_2.container_time_series{system=visiblemeasures, date=2016-02-20} stats: [numFiles=4, numRows=3674859, totalSize=2907541, rawDataSize=3686185869]
Partition cluster_metrics_prod_2.container_time_series{system=glu, date=2016-01-30} stats: [numFiles=4, numRows=222772, totalSize=1491099, rawDataSize=223071600]
Partition cluster_metrics_prod_2.container_time_series{system=iheartradio, date=2016-02-26} stats: [numFiles=3, numRows=151056, totalSize=940352, rawDataSize=153635736]
Partition cluster_metrics_prod_2.container_time_series{system=drawbridge2, date=2016-01-03} stats: [numFiles=1, numRows=3203573, totalSize=15433411, rawDataSize=3228948074]
Partition cluster_metrics_prod_2.container_time_series{system=glu, date=2016-03-18} stats: [numFiles=4, numRows=376320, totalSize=2018728, rawDataSize=379329180]
Partition cluster_metrics_prod_2.container_time_series{system=playfirst, date=2016-01-19} stats: [numFiles=3, numRows=59686, totalSize=327392, rawDataSize=60459962]
Partition cluster_metrics_prod_2.container_time_series{system=owneriq, date=2015-10-30} stats: [numFiles=1, numRows=1496631, totalSize=7391723, rawDataSize=1500733365]
Partition cluster_metrics_prod_2.container_time_series{system=ms22, date=2015-10-07} stats: [numFiles=1, numRows=731425, totalSize=3886699, rawDataSize=732822767]
